"","id","name","gene.id","gene.symbol","gene.name","entrez.id","chromosome","start.position","end.position","p","fold.change"
"25999",1068945,"A_24_P23454",56108,"FER1L4","fer-1-like 4 (C. elegans) pseudogene",80307,"20","n/a","n/a",0.339,1.028
"26000",1026735,"CUST_53_PI416573500",90375,"OR51F1","olfactory receptor, family 51, subfamily F, member 1",256892,"11","n/a","n/a",0.301,1.028
"26001",1024939,"CUST_12851_PI416261804",1721,"DIO1","deiodinase, iodothyronine, type I",1733,"1","n/a","n/a",0.333,1.028
"26002",1050675,"CUST_16697_PI416261804",7110,"TOP2A","topoisomerase (DNA) II alpha 170kDa",7153,"17","n/a","n/a",0.254,1.028
"26003",1044063,"CUST_15438_PI416261804",29806,"ST6GALNAC6","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",30815,"9","n/a","n/a",0.382,1.028
"26004",1026093,"CUST_687_PI416261804",80196,"CST11","cystatin 11",140880,"20","n/a","n/a",0.368,1.028
"26005",1061745,"A_32_P173939",1005496,"A_32_P173939","AGILENT probe A_32_P173939 (non-RefSeq)",0,"n/a","n/a","n/a",0.259,1.028
"26006",1065855,"A_32_P764462",124936,"FLJ40536","FLJ40536 protein",399819,"10","n/a","n/a",0.239,1.028
"26007",1038451,"CUST_10427_PI416261804",56535,"UPK3B","uroplakin 3B",80761,"7","n/a","n/a",0.382,1.028
"26008",1027336,"CUST_15642_PI416261804",7309,"UCP3","uncoupling protein 3 (mitochondrial, proton carrier)",7352,"11","n/a","n/a",0.42,1.028
"26009",1048453,"CUST_13541_PI416261804",9410,"SPAG7","sperm associated antigen 7",9552,"17","n/a","n/a",0.324,1.028
"26010",1038165,"A_23_P2857",57690,"CCDC70","coiled-coil domain containing 70",83446,"13","n/a","n/a",0.308,1.028
"26011",1012494,"CUST_4319_PI416261804",125307,"C20orf202","chromosome 20 open reading frame 202",400831,"20","n/a","n/a",0.36,1.028
"26012",1046715,"A_24_P402784",10833,"SLC38A3","solute carrier family 38, member 3",10991,"3","n/a","n/a",0.38,1.028
"26013",1011540,"CUST_586_PI416379584",167451,"FLJ20518","FSHD region gene 2 family, member C pseudogene",647476,"9","n/a","n/a",0.312,1.028
"26014",1049345,"A_23_P72527",8677,"ADAM18","ADAM metallopeptidase domain 18",8749,"8","n/a","n/a",0.333,1.028
"26015",1053395,"A_24_P213684",5002,"P4HB","prolyl 4-hydroxylase, beta polypeptide",5034,"17","n/a","n/a",0.284,1.028
"26016",1014589,"A_24_P377183",30573,"SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",51091,"4","n/a","n/a",0.32,1.028
"26017",1037827,"A_24_P256337",58357,"ZNF644","zinc finger protein 644",84146,"1","n/a","n/a",0.282,1.028
"26018",1019135,"A_24_P920376",1019778,"LOC100288002","hypothetical protein LOC100288002",100288002,"9","n/a","n/a",0.248,1.028
"26019",1025239,"A_23_P252283",58492,"RNF135","ring finger protein 135",84282,"17","n/a","n/a",0.32,1.028
"26020",1040410,"CUST_7768_PI416261804",37006,"GBA3","glucosidase, beta, acid 3 (cytosolic)",57733,"4","n/a","n/a",0.267,1.028
"26021",1042086,"A_23_P215198",34542,"TYW1","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)",55253,"7","n/a","n/a",0.357,1.028
"26022",1031516,"CUST_535_PI416379584",122074,"KRTAP10-5","keratin associated protein 10-5",386680,"21","n/a","n/a",0.4,1.028
"26023",1017199,"A_24_P316279",1002927,"LOC100131756","uncharacterized LOC100131756",100131756,"1","n/a","n/a",0.24,1.028
"26024",1041864,"CUST_7961_PI416261804",34809,"ELAC1","elaC homolog 1 (E. coli)",55520,"18","n/a","n/a",0.333,1.028
"26025",1019036,"A_32_P125832",1000199,"LOC100128893","uncharacterized LOC100128893",100128893,"18","n/a","n/a",0.244,1.028
"26026",1051827,"CUST_10715_PI416261804",6258,"SAA4","serum amyloid A4, constitutive",6291,"11","n/a","n/a",0.366,1.028
"26027",1060483,"A_24_P931157",1004669,"A_24_P931157","AGILENT probe A_24_P931157 (non-RefSeq)",0,"n/a","n/a","n/a",0.25,1.028
"26028",1028753,"CUST_1266_PI416573500",109860,"ACER2","alkaline ceramidase 2",340485,"9","n/a","n/a",0.409,1.028
"26029",1051786,"CUST_13070_PI416261804",6304,"SCNN1D","sodium channel, non-voltage-gated 1, delta subunit",6339,"1","n/a","n/a",0.254,1.028
"26030",1012366,"CUST_9147_PI416261804",4143,"MCF2","MCF.2 cell line derived transforming sequence",4168,"X","n/a","n/a",0.343,1.028
"26031",1062502,"A_24_P933761",1005998,"A_24_P933761","AGILENT probe A_24_P933761 (non-RefSeq)",0,"n/a","n/a","n/a",0.26,1.028
"26032",1032569,"CUST_8729_PI416261804",93989,"SIAH3","siah E3 ubiquitin protein ligase family member 3",283514,"13","n/a","n/a",0.247,1.028
"26033",1070900,"A_24_P937084",1011888,"A_24_P937084","AGILENT probe A_24_P937084 (non-RefSeq)",0,"n/a","n/a","n/a",0.252,1.028
"26034",1019409,"A_32_P216103",125345,"FLJ90680","FLJ90680 protein",400926,"22","n/a","n/a",0.258,1.028
"26035",1063531,"A_24_P492458",1006669,"A_24_P492458","AGILENT probe A_24_P492458 (non-RefSeq)",0,"n/a","n/a","n/a",0.276,1.028
"26036",1061939,"A_23_P211699",1005605,"A_23_P211699","AGILENT probe A_23_P211699 (non-RefSeq)",0,"n/a","n/a","n/a",0.244,1.028
"26037",1065356,"A_24_P927451",1007929,"A_24_P927451","AGILENT probe A_24_P927451 (non-RefSeq)",0,"n/a","n/a","n/a",0.245,1.028
"26038",1026320,"A_23_P106798",6441,"SIAH1","siah E3 ubiquitin protein ligase 1",6477,"16","n/a","n/a",0.304,1.028
"26039",1032336,"CUST_98_PI416261804",94537,"C3orf33","chromosome 3 open reading frame 33",285315,"3","n/a","n/a",0.285,1.028
"26040",1063787,"CUST_660_PI417507815",1006858,"A_32_P47543","AGILENT probe A_32_P47543 (non-RefSeq)",0,"n/a","n/a","n/a",0.337,1.028
"26041",1048277,"A_23_P133345",9541,"CLINT1","clathrin interactor 1",9685,"5","n/a","n/a",0.304,1.028
"26042",1033817,"A_23_P144357",81684,"MMAA","methylmalonic aciduria (cobalamin deficiency) cblA type",166785,"4","n/a","n/a",0.373,1.028
"26043",1070994,"CUST_2840_PI416261804",1011982,"CUST_2840_PI416261804","AGILENT probe CUST_2840_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.378,1.028
"26044",1064745,"A_24_P385000",1007511,"A_24_P385000","AGILENT probe A_24_P385000 (non-RefSeq)",0,"n/a","n/a","n/a",0.29,1.028
"26045",1041446,"A_23_P169017",35181,"DEFB103B","defensin, beta 103B",55894,"8","n/a","n/a",0.39,1.028
"26046",1051156,"A_23_P255185",6678,"AKR1D1","aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",6718,"7","n/a","n/a",0.275,1.028
"26047",1059769,"A_24_P833067",1004144,"A_24_P833067","AGILENT probe A_24_P833067 (non-RefSeq)",0,"n/a","n/a","n/a",0.269,1.028
"26048",1025678,"CUST_9911_PI416261804",123378,"ANXA2R","annexin A2 receptor",389289,"5","n/a","n/a",0.295,1.028
"26049",1019825,"CUST_873_PI416573500",1000265,"TMEM194B","transmembrane protein 194B",100131211,"2","n/a","n/a",0.375,1.028
"26050",1044061,"A_23_P31444",29807,"ERVW-1","endogenous retrovirus group W, member 1",30816,"7","n/a","n/a",0.337,1.028
"26051",1060336,"A_32_P82701",1004570,"A_32_P82701","AGILENT probe A_32_P82701 (non-RefSeq)",0,"n/a","n/a","n/a",0.329,1.028
"26052",1024820,"CUST_1128_PI416379584",81215,"C7orf66","chromosome 7 open reading frame 66",154907,"7","n/a","n/a",0.281,1.028
"26053",1063167,"A_24_P457345",1006460,"A_24_P457345","AGILENT probe A_24_P457345 (non-RefSeq)",0,"n/a","n/a","n/a",0.347,1.028
"26054",1033486,"CUST_1903_PI417557136",83600,"HTR3D","5-hydroxytryptamine (serotonin) receptor 3D, ionotropic",200909,"3","n/a","n/a",0.262,1.028
"26055",1031913,"A_24_P14949",109983,"PKD1L3","polycystic kidney disease 1-like 3",342372,"16","n/a","n/a",0.277,1.028
"26056",1033977,"A_23_P54573",81529,"ZFPM1","zinc finger protein, multitype 1",161882,"16","n/a","n/a",0.259,1.028
"26057",1037027,"CUST_15158_PI416261804",59628,"TSLP","thymic stromal lymphopoietin",85480,"5","n/a","n/a",0.262,1.028
"26058",1016687,"A_23_P212284",25635,"POC1A","POC1 centriolar protein homolog A (Chlamydomonas)",25886,"3","n/a","n/a",0.344,1.028
"26059",1018096,"A_32_P218355",166294,"C6orf132","chromosome 6 open reading frame 132",647024,"6","n/a","n/a",0.379,1.028
"26060",1046867,"CUST_6377_PI416261804",10729,"PROKR1","prokineticin receptor 1",10887,"2","n/a","n/a",0.299,1.028
"26061",1070529,"A_24_P169503",1011517,"A_24_P169503","AGILENT probe A_24_P169503 (non-RefSeq)",0,"n/a","n/a","n/a",0.363,1.028
"26062",1061008,"A_24_P709536",1005049,"A_24_P709536","AGILENT probe A_24_P709536 (non-RefSeq)",0,"n/a","n/a","n/a",0.387,1.028
"26063",1018720,"A_23_P129332",77504,"PKD1L2","polycystic kidney disease 1-like 2",114780,"16","n/a","n/a",0.289,1.028
"26064",1069320,"CUST_4360_PI416261804",1010631,"CUST_4360_PI416261804","AGILENT probe CUST_4360_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.334,1.028
"26065",1056429,"A_24_P72064",2674,"GHR","growth hormone receptor",2690,"5","n/a","n/a",0.409,1.028
"26066",1058583,"A_23_P23924",820,"CAPN2","calpain 2, (m/II) large subunit",824,"1","n/a","n/a",0.327,1.028
"26067",1031535,"A_32_P13151",119835,"FLJ31306","uncharacterized LOC379025",379025,"14","n/a","n/a",0.436,1.028
"26068",1017399,"CUST_13697_PI416261804",59815,"SLAMF9","SLAM family member 9",89886,"1","n/a","n/a",0.346,1.028
"26069",1021655,"CUST_431_PI416261804",80841,"ABCC13","ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene",150000,"21","n/a","n/a",0.341,1.028
"26070",1058008,"CUST_8766_PI416261804",1349,"CPA2","carboxypeptidase A2 (pancreatic)",1358,"7","n/a","n/a",0.313,1.028
"26071",1015160,"A_24_P205423",9084,"LRRFIP1","leucine rich repeat (in FLII) interacting protein 1",9208,"2","n/a","n/a",0.31,1.028
"26072",1030443,"A_24_P351852",7419,"LAT2","linker for activation of T cells family, member 2",7462,"7","n/a","n/a",0.391,1.028
"26073",1035547,"A_23_P393051",79166,"C1orf172","chromosome 1 open reading frame 172",126695,"1","n/a","n/a",0.403,1.028
"26074",1060157,"A_32_P109933",1004437,"A_32_P109933","AGILENT probe A_32_P109933 (non-RefSeq)",0,"n/a","n/a","n/a",0.249,1.028
"26075",1046132,"A_24_P306561",22735,"TCF25","transcription factor 25 (basic helix-loop-helix)",22980,"16","n/a","n/a",0.303,1.028
"26076",1026285,"A_23_P1863",123749,"OR5AK2","olfactory receptor, family 5, subfamily AK, member 2",390181,"11","n/a","n/a",0.247,1.028
"26077",1069658,"A_24_P784203",1010916,"A_24_P784203","AGILENT probe A_24_P784203 (non-RefSeq)",0,"n/a","n/a","n/a",0.261,1.028
"26078",1031129,"A_24_P924895",126747,"GTF2H5","general transcription factor IIH, polypeptide 5",404672,"6","n/a","n/a",0.326,1.028
"26079",1010597,"CUST_1217_PI416379584",2191,"MS4A2","membrane-spanning 4-domains, subfamily A, member 2",2206,"11","n/a","n/a",0.246,1.028
"26080",1016352,"A_23_P10685",23393,"HSPBP1","HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",23640,"19","n/a","n/a",0.325,1.028
"26081",1065251,"A_24_P944081",1007856,"A_24_P662427","AGILENT probe A_24_P662427 (non-RefSeq)",0,"n/a","n/a","n/a",0.273,1.028
"26082",1013789,"CUST_10726_PI416261804",135402,"LOC442459","X-ray repair complementing defective repair pseudogene",442459,"X","n/a","n/a",0.26,1.028
"26083",1049553,"CUST_7869_PI416261804",8499,"YARS","tyrosyl-tRNA synthetase",8565,"1","n/a","n/a",0.353,1.028
"26084",1022352,"A_23_P123172",134396,"OR2A9P","olfactory receptor, family 2, subfamily A, member 9 pseudogene",441295,"7","n/a","n/a",0.426,1.028
"26085",1026859,"CUST_1233_PI416261804",78756,"OR51A7","olfactory receptor, family 51, subfamily A, member 7",119687,"11","n/a","n/a",0.242,1.028
"26086",1068506,"A_24_P40757",1009982,"A_24_P40757","AGILENT probe A_24_P40757 (non-RefSeq)",0,"n/a","n/a","n/a",0.435,1.028
"26087",1046802,"CUST_13693_PI416261804",10772,"APOBEC2","apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2",10930,"6","n/a","n/a",0.347,1.028
"26088",1014602,"CUST_3689_PI416261804",1002143,"LOC100287737","similar to Mucin-19",100287737,"12","n/a","n/a",0.29,1.028
"26089",1061316,"A_32_P378821",1005200,"A_32_P378821","AGILENT probe A_32_P378821 (non-RefSeq)",0,"n/a","n/a","n/a",0.339,1.028
"26090",1048700,"A_32_P30710",9214,"RPL23","ribosomal protein L23",9349,"17","n/a","n/a",0.336,1.028
"26091",1042415,"A_23_P65733",34278,"ZNF770","zinc finger protein 770",54989,"15","n/a","n/a",0.358,1.028
"26092",1040594,"A_23_P121665",36810,"SORCS2","sortilin-related VPS10 domain containing receptor 2",57537,"4","n/a","n/a",0.366,1.028
"26093",1035418,"A_32_P539109",79342,"BPIFB6","BPI fold containing family B, member 6",128859,"20","n/a","n/a",0.312,1.028
"26094",1039464,"A_23_P17354",54837,"GDAP1L1","ganglioside induced differentiation associated protein 1-like 1",78997,"20","n/a","n/a",0.345,1.028
"26095",1013559,"CUST_8445_PI416261804",110199,"ZFP57","zinc finger protein 57 homolog (mouse)",346171,"6","n/a","n/a",0.382,1.028
"26096",1061425,"A_24_P936884",1005265,"A_24_P255524","AGILENT probe A_24_P255524 (non-RefSeq)",0,"n/a","n/a","n/a",0.311,1.028
"26097",1060668,"A_24_P920992",1004799,"A_24_P920992","AGILENT probe A_24_P920992 (non-RefSeq)",0,"n/a","n/a","n/a",0.316,1.028
"26098",1055530,"A_23_P370588",3198,"HOXB8","homeobox B8",3218,"17","n/a","n/a",0.324,1.028
"26099",1030315,"A_23_P213706",3540,"IL4","interleukin 4",3565,"5","n/a","n/a",0.375,1.028
"26100",1025812,"CUST_11193_PI416261804",22913,"TBC1D9","TBC1 domain family, member 9 (with GRAM domain)",23158,"4","n/a","n/a",0.37,1.028
"26101",1019720,"CUST_12597_PI416261804",90085,"HCG27","HLA complex group 27 (non-protein coding)",253018,"6","n/a","n/a",0.366,1.028
"26102",1050162,"A_23_P89921",7689,"ZNF180","zinc finger protein 180",7733,"19","n/a","n/a",0.341,1.028
"26103",1052753,"A_24_P149689",5503,"PPP3R2","protein phosphatase 3, regulatory subunit B, beta",5535,"9","n/a","n/a",0.395,1.028
"26104",1034873,"A_23_P395632",80215,"R3HDML","R3H domain containing-like",140902,"20","n/a","n/a",0.364,1.028
"26105",1034901,"A_23_P368847",80160,"WFDC10A","WAP four-disulfide core domain 10A",140832,"20","n/a","n/a",0.336,1.028
"26106",1026151,"A_23_P309991",9874,"BCL2L11","BCL2-like 11 (apoptosis facilitator)",10018,"2","n/a","n/a",0.402,1.028
"26107",1060444,"A_23_P83514",186,"AGXT","alanine-glyoxylate aminotransferase",189,"2","n/a","n/a",0.271,1.028
"26108",1033865,"A_32_P347617",81643,"APOBEC3H","apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H",164668,"22","n/a","n/a",0.369,1.028
"26109",1054804,"A_23_P312752",3744,"KCNJ13","potassium inwardly-rectifying channel, subfamily J, member 13",3769,"2","n/a","n/a",0.413,1.028
"26110",1061427,"A_24_P280901",1005267,"A_24_P280901","AGILENT probe A_24_P280901 (non-RefSeq)",0,"n/a","n/a","n/a",0.367,1.028
"26111",1034896,"A_23_P385843",80172,"DEFB127","defensin, beta 127",140850,"20","n/a","n/a",0.242,1.028
"26112",1018021,"A_23_P78802",25614,"PRKD2","protein kinase D2",25865,"19","n/a","n/a",0.346,1.028
"26113",1031846,"CUST_9772_PI416261804",110195,"EYS","eyes shut homolog (Drosophila)",346007,"6","n/a","n/a",0.294,1.028
"26114",1061201,"A_24_P506893",1005146,"A_24_P506893","AGILENT probe A_24_P506893 (non-RefSeq)",0,"n/a","n/a","n/a",0.316,1.028
"26115",1028641,"CUST_717_PI416379584",135158,"OR2J3","olfactory receptor, family 2, subfamily J, member 3",442186,"6","n/a","n/a",0.326,1.028
"26116",1013223,"CUST_4493_PI416261804",59158,"PNMA6A","paraneoplastic Ma antigen family member 6A",84968,"X","n/a","n/a",0.389,1.027
"26117",1014518,"CUST_7496_PI416261804",58960,"ZNF577","zinc finger protein 577",84765,"19","n/a","n/a",0.348,1.027
"26118",1057760,"CUST_7483_PI416261804",1577,"CYP21A2","cytochrome P450, family 21, subfamily A, polypeptide 2",1589,"6","n/a","n/a",0.397,1.027
"26119",1037936,"CUST_15569_PI416261804",58159,"TSSK1B","testis-specific serine kinase 1B",83942,"5","n/a","n/a",0.298,1.027
"26120",1068882,"A_24_P917744",1010278,"A_24_P917744","AGILENT probe A_24_P917744 (non-RefSeq)",0,"n/a","n/a","n/a",0.379,1.027
"26121",1028966,"CUST_5340_PI416261804",85512,"OR8U1","olfactory receptor, family 8, subfamily U, member 1",219417,"11","n/a","n/a",0.255,1.027
"26122",1054157,"A_23_P18452",4258,"CXCL9","chemokine (C-X-C motif) ligand 9",4283,"4","n/a","n/a",0.409,1.027
"26123",1023391,"A_23_P127460",6458,"SIPA1","signal-induced proliferation-associated 1",6494,"11","n/a","n/a",0.38,1.027
"26124",1022713,"CUST_2374_PI416261804",4197,"MEOX1","mesenchyme homeobox 1",4222,"17","n/a","n/a",0.391,1.027
"26125",1058860,"CUST_13253_PI416261804",599,"BCL3","B-cell CLL/lymphoma 3",602,"19","n/a","n/a",0.274,1.027
"26126",1024406,"CUST_12162_PI416261804",1424,"CSF1","colony stimulating factor 1 (macrophage)",1435,"1","n/a","n/a",0.306,1.027
"26127",1067630,"A_23_P163541",1009411,"A_23_P163541","AGILENT probe A_23_P163541 (non-RefSeq)",0,"n/a","n/a","n/a",0.387,1.027
"26128",1063012,"A_23_P253762",1006352,"A_23_P253762","AGILENT probe A_23_P253762 (non-RefSeq)",0,"n/a","n/a","n/a",0.281,1.027
"26129",1019088,"CUST_41_PI417507815",165589,"GLYATL1P4","glycine-N-acyltransferase-like 1 pseudogene 4",643637,"11","n/a","n/a",0.314,1.027
"26130",1046621,"A_23_P58671",10918,"TPPP","tubulin polymerization promoting protein",11076,"5","n/a","n/a",0.355,1.027
"26131",1014559,"CUST_6438_PI416261804",7666,"ZNF154","zinc finger protein 154",7710,"19","n/a","n/a",0.335,1.027
"26132",1044655,"CUST_1726_PI416261804",26852,"ZBTB11","zinc finger and BTB domain containing 11",27107,"3","n/a","n/a",0.351,1.027
"26133",1035345,"CUST_2774_PI416261804",79429,"SPATA3","spermatogenesis associated 3",130560,"2","n/a","n/a",0.381,1.027
"26134",1051587,"A_23_P62652",6468,"SLAMF1","signaling lymphocytic activation molecule family member 1",6504,"1","n/a","n/a",0.28,1.027
"26135",1023319,"A_24_P118608",58656,"EFCAB7","EF-hand calcium binding domain 7",84455,"1","n/a","n/a",0.362,1.027
"26136",1013022,"CUST_6006_PI416261804",59625,"SCIN","scinderin",85477,"7","n/a","n/a",0.415,1.027
"26137",1054507,"A_23_P1505",4016,"LRP5","low density lipoprotein receptor-related protein 5",4041,"11","n/a","n/a",0.349,1.027
"26138",1020689,"A_24_P298545",59973,"ZNF479","zinc finger protein 479",90827,"7","n/a","n/a",0.297,1.027
"26139",1023203,"A_32_P116323",22804,"SMG1","smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)",23049,"16","n/a","n/a",0.367,1.027
"26140",1012787,"CUST_11590_PI416261804",94414,"LOC284837","uncharacterized LOC284837",284837,"21","n/a","n/a",0.313,1.027
"26141",1042463,"CUST_135_PI416261804",34244,"C1orf109","chromosome 1 open reading frame 109",54955,"1","n/a","n/a",0.401,1.027
"26142",1054478,"A_32_P235274",4035,"LUM","lumican",4060,"12","n/a","n/a",0.242,1.027
"26143",1042156,"A_23_P200890",34493,"GOLPH3L","golgi phosphoprotein 3-like",55204,"1","n/a","n/a",0.358,1.027
"26144",1065132,"A_24_P928931",1007778,"A_24_P928931","AGILENT probe A_24_P928931 (non-RefSeq)",0,"n/a","n/a","n/a",0.353,1.027
"26145",1052045,"A_23_P29747",6115,"RPL23A","ribosomal protein L23a",6147,"17","n/a","n/a",0.344,1.027
"26146",1063863,"A_32_P198223",1006904,"A_24_P634602","AGILENT probe A_24_P634602 (non-RefSeq)",0,"n/a","n/a","n/a",0.255,1.027
"26147",1051750,"A_23_P55270",6327,"CCL18","chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)",6362,"17","n/a","n/a",0.27,1.027
"26148",1046681,"CUST_9684_PI416261804",10866,"LILRA1","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1",11024,"19","n/a","n/a",0.337,1.027
"26149",1034817,"CUST_6599_PI416261804",80333,"CWF19L2","CWF19-like 2, cell cycle control (S. pombe)",143884,"11","n/a","n/a",0.359,1.027
"26150",1043074,"A_23_P6293",32827,"UBASH3A","ubiquitin associated and SH3 domain containing A",53347,"21","n/a","n/a",0.282,1.027
"26151",1051955,"CUST_13628_PI416261804",6168,"RPS7","ribosomal protein S7",6201,"2","n/a","n/a",0.361,1.027
"26152",1055005,"A_23_P51039",3598,"INHA","inhibin, alpha",3623,"2","n/a","n/a",0.382,1.027
"26153",1050960,"CUST_7698_PI416261804",6857,"TARS","threonyl-tRNA synthetase",6897,"5","n/a","n/a",0.283,1.027
"26154",1042307,"CUST_962_PI416261804",34379,"MED9","mediator complex subunit 9",55090,"17","n/a","n/a",0.368,1.027
"26155",1017457,"A_23_P16110",26395,"OR7E24","olfactory receptor, family 7, subfamily E, member 24",26648,"19","n/a","n/a",0.336,1.027
"26156",1013403,"A_24_P930782",80824,"PRNT","prion protein (testis specific)",149830,"20","n/a","n/a",0.279,1.027
"26157",1041502,"A_23_P420361",35133,"BRK1","BRICK1, SCAR/WAVE actin-nucleating complex subunit",55845,"3","n/a","n/a",0.307,1.027
"26158",1060340,"A_24_P929202",1004573,"A_24_P929202","AGILENT probe A_24_P929202 (non-RefSeq)",0,"n/a","n/a","n/a",0.378,1.027
